DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
09-Apr-2025,EQ,"1,973.10","1,982.25","1,920.00","1,977.45","1,939.65","1,939.30","1,939.56","2,417.00","1,346.05",460710,"89,35,75,944.85",52908
08-Apr-2025,EQ,"2,032.35","2,032.35","1,952.05","1,962.20","1,970.00","1,977.45","1,984.43","2,417.00","1,346.05",664065,"1,31,77,88,439.65",66496
07-Apr-2025,EQ,"1,656.05","1,977.00","1,656.05","2,016.10","1,950.05","1,962.20","1,922.45","2,417.00","1,346.05",897349,"1,72,51,04,859.10",81306
04-Apr-2025,EQ,"2,099.25","2,111.95","1,989.05","2,093.25","2,031.00","2,016.10","2,033.68","2,417.00","1,265.30",453071,"92,14,02,733.00",38067
03-Apr-2025,EQ,"2,080.00","2,125.00","2,078.00","2,111.75","2,088.35","2,093.25","2,096.77","2,417.00","1,265.30",271312,"56,88,77,927.15",23408
02-Apr-2025,EQ,"2,088.20","2,139.45","2,068.90","2,085.35","2,108.10","2,111.75","2,106.04","2,417.00","1,265.30",358738,"75,55,16,673.05",32381
01-Apr-2025,EQ,"2,133.25","2,148.75","2,055.00","2,136.40","2,079.45","2,085.35","2,092.63","2,417.00","1,265.30",585532,"1,22,53,03,455.90",46856
28-Mar-2025,EQ,"2,209.05","2,235.00","2,121.00","2,192.15","2,139.00","2,136.40","2,169.94","2,417.00","1,228.15",1027627,"2,22,98,85,578.20",64841
27-Mar-2025,EQ,"2,200.95","2,236.05","2,162.50","2,198.50","2,188.25","2,192.15","2,197.92","2,417.00","1,228.15",1473060,"3,23,76,68,370.45",66904
26-Mar-2025,EQ,"2,210.00","2,218.80","2,174.50","2,198.50","2,196.80","2,198.50","2,194.53","2,417.00","1,228.15",263274,"57,77,63,909.65",20248
25-Mar-2025,EQ,"2,240.00","2,269.80","2,176.15","2,210.90","2,199.00","2,198.50","2,204.12","2,417.00","1,228.15",464589,"1,02,40,11,296.50",47713
24-Mar-2025,EQ,"2,181.45","2,250.00","2,179.55","2,152.70","2,213.80","2,210.90","2,218.85","2,417.00","1,228.15",741065,"1,64,43,12,834.80",53028
21-Mar-2025,EQ,"2,208.90","2,231.15","2,097.25","2,208.65","2,175.00","2,152.70","2,165.45","2,417.00","1,222.55",3002387,"6,50,15,12,500.40",81026
20-Mar-2025,EQ,"2,239.00","2,254.75","2,155.20","2,210.05","2,212.55","2,208.65","2,198.49","2,417.00","1,222.55",799916,"1,75,86,07,551.50",62478
19-Mar-2025,EQ,"2,156.85","2,240.00","2,149.60","2,156.85","2,240.00","2,210.05","2,197.20","2,417.00","1,222.55",963321,"2,11,66,09,447.85",79452
18-Mar-2025,EQ,"2,044.00","2,180.00","2,038.70","2,013.80","2,141.00","2,156.85","2,124.38","2,417.00","1,222.55",1308620,"2,78,00,10,310.50",80957
17-Mar-2025,EQ,"2,025.80","2,069.80","2,002.45","2,025.65","2,020.00","2,013.80","2,034.02","2,417.00","1,222.55",742101,"1,50,94,46,981.25",50527
